fault_text,label_name,split
"TC reported ""open door "" command was available but train doors was unable to open. TC performed plat form duty to open train doors.",DOSB2,train
523/524 DT reported Air leak test failed,Test Point,train
"Counterbound TC on T407 reported that T243 ""B"" side headlight not working. TC for T243 checked and c onfirmed ""B"" side headlight not working.",Headlight,train
DT check found air leak test fail.,Door Manifold,train
"1516 B6,B4 Wild Triggerred",Wheel Profiling,train
"Train encountered power fault at car 2505 while departing station. Unable reset at QUE2, COM2, BNV2.",Charging Resistor,train
"3645 rep reported, CE confirm 3645-found",Change Thermostat Setting,train
"3713-A1(x2), A2(x1), B1(x3), B2(x3)
1713-A2(x1), B1(x3)
2713-A2(x2), B1(x2), B2(x3)
3714-A1(x4), B1(x2), B2(x3)
1714-A1(x3), A2(x1), B1(x2)
2714-A2(x2), B1(x1)
Found the above location CCD assembly mounting washers cracked during PM check.
Please check and rectify.",CCD Washer,train
"#1529, bogie 1,found levelling v/v leaki",Levelling Valve,train
EMU519/520-Found 2 saloon light faulty.2,Saloon Light,train
1525/1526-Replaced burnt resisitor (line,Charging Resistor,train
"3525-9, 2525-10-3526-9 HAND GRIP STRAP T",Handstrap,train
T231 1520 saloon light not working,Saloon Light,train
TC reported train undershoot platform inAuto mode with brake fault indication on TIMS. TC feedback brake fault self cleared and train proceeded in ATPM mode toheadwall.,ACU,train
TC reported air-con fault. Unable to reset. Staff(PYL) checked and confirmed that car 1641 set #2 ai r-con faulty. Reset - ok. Car was cooling.,Saloon Evaporator,train
TIMS showed Smoke External Alarm at car2511. Staff(YCK) checked and confirmed no signs of smoke / f ire / burning smell on exterior or interior of train. Rear T 201 line clear and confirmed no abnormalities.,Clean Exterior Smoke Detector,train
Train doors at car 2669 were not provenclosed. TC recycled train doors once - ok. Fault did not rec ur at subsequent stations.,Clean J Rail,train
Snap: 2674 aircon leaking,Change Thermostat Setting,train
2548 replace ACU due to heavy leak from,ACU,train
"3610- B1 R/H/S DOOR,B2 R/H/S & L/H/S DOO",Door Roller,train
Train encountered power fault at RM2 carwhile arriving station. Unable to reset. TC reset at MSP2 a nd MSP1 to no avail. Train performance - ok. Train encounter ed power fault at RM2 car while arriving station. Unable to,High Speed Circuit Breaker,train
3614 A3 DOOR WOBBLING DURING OPERATION,Door Roller,train
"3517-A2,A4,B2 Wheel pitted/spalling.14/0",Wheel Profiling,train
Train doors at Rear DT car were not proven closed. TC recycled train doors once - ok.Fault did notrecur at subsequent stations.,Door Roller,train
Train encountered power fault at car 3525 while departing RFP SB. Reset - ok.er fault at car 3525 while departing MRB SB. Reset - ok.ain encountered power fault at car 3525 while departing MSP,Charging Resistor,train
"3522 TIMS showed Fire / Smoke Internal at rear m2(2521) car . Staff(AMK)
checked and confirmed no signs of smoke / fire / burning smell on
exterior or interior of train. Train was escorted to terminal station.

T223(3522) RM2 car 2521 check n found car having smoke internal pre-
alarm fault (SDR1). Check no abnormality n fault reset cleared.",Clean Internal Smoke Detector,train
519/520 Fleetwide MPV C/O,MPV,train
CE: 3677 smoke external keep recurring u,External Smoke Detector,train
3634 wheel reprofiling,Wheel Profiling,train
TC reported B-side cab door can be fullyopened but unable to fully close by itself. TC had to manua lly close cab door tightly.,Clean Cab Door Rail,train
TIMS showed air dryer fault (fault code704) at car 3513. TC confirmed no other fault indications. S taff(BNV) checked car 3513 and confirmed no air leaking soun d. Fault self-cleared at QUE1.,Micromesh Oil Filter,train
TC reported horn button spoiled.,Horn Button,train
DT check found air leak test fail.,Parking Brake Unit,train
"PM FOUND 3707 A1-X1,B1-X2,B2-X2
 2707 A1-X1A2-X2
1707 B1-X3,A1-X3,A2-X1
2708 B1-X4,A1-X2
1708 A2-X1,B2-X1
3708 B1-X1,B2-X1,A1-X3,A2-X2CCD ASSEMBLY WASHERS CRACKED",CCD Washer,train
T201 3510-TC reported air discharge soun,Test Point,train
689/690 BATK Fault(DT check),Battery,train
T416 3671 (N) TC reported A side wiper d,Wiper,train
Snap: 1522 Saloon warm,Saloon CCU,train
3685 SnapRep reported aircon warm.,Saloon CCU,train
TC feedback cab air-con was not working.Unable to reset. Cab was warm. TC feedback cab air-con was not working. Unable to reset. Cab was warm.,Recharge Freon,train
"#3623,DURING DT CX,CAR BRAKE PRESSURE FA",Pressure Transducer,train
3667 - WFL HOSE LEAK FOUND DURING DT. TO RECTIFY.,WFL Hose,train
Missing handgrip at car front M1 and rear M1.,Handstrap,train
TIMS showed Smoke External Alarm at Front M1 car. Staff(YCK) checked and confirmed no signs of smoke/ fire / burning smell on exterior or interior of train. Re ar T231line clear and confirmed no abnormalities.,Fire Control Panel,train
#1558 Fire and Smoke Detector Lost Power,Fire Control Panel,train
Snap:2533 saloon light Dim.,Saloon Light,train
"PM,#3620
#1620WHEEL FLANGE HEIGHT FAILED",Wheel Profiling,train
519/520-DT CHECK FOUND AIR LEAK FAILED 3,Door Manifold,train
"TC reported when changing end, car 2522 A1 door, 1 of the saloon light not working. TC reported whenchanging end, car 2522 A1 door, 1 of the saloon light not w orking.",Saloon Light,train
3536 - B1 DOOR UNABLE TO CLOSE (TRAIN PR,Door Roller,train
TC reported after changing end that oneof the saloon light in Rear DT car and one saloon light in t he Front DT car was not working.,Saloon Light,train
Reported 3515 A/S wiper bent,Wiper,train
"Train encountered power fault at car 2649 while arriving station. Unable to reset at YIS, CBR, SBW. TC reported slow in pick up. Train encountered power fault a t car 2649 while arriving station. Unable to reset at YIS, C",Charging Resistor,train
"PM train 3561 shunting out pit, found ai",Coupler Magnetic Valve,train
DT check found below foggy glass:,Window,train
"CE reported 1534 ac1 power, vent n fault",Saloon CCU,train
UPD swapped ACU to from #2675 to #2676 d,ACU,train
CE:3631 No1 end ceiling condensation TEM,Aircon Filter,train
"EMU 567/568 Air leak test fail, 1.0 Bar/",Parking Brake Solenoid Valve,train
"Reported Car 2532 B1 saloon window Foggy.
Please Check and Rectify.",Window,train
Train prep reported car 1557 having inte,Saloon CCU,train
"1505 Near Door 8, Squeaky sound along th",Adjust Gangway Footplate,train
1705 A/C 1-2 PM check found condenser fa,Saloon CCU Fan,train
2516 DURING 3 WEEKLY FOUND B2 CCD WEAK L,CCD Assembly,train
"TC reported Rear M2, B2 door not provenclosed. TC recycle once to clear fault. Staff(CLE) checked a nd confirmed no abnormal at CLE EB.",Door Roller,train
"During DT, 505/506 air leak test fail, 0",CR Elbow Joint,train
2509 DT checked reported BCU fault.,Adjust Car Height,train
1552 wheel reprofiling,Wheel Profiling,train
3548/2548 both side external light not w,Exterior Door Light,train
TC feedback 'A' side cab door unable toopen. TC used partition door to enter driving cab.,Cab Door Magnetic Switch Bolt,train
CE:1544 To check bogi 2 having loud whee,Wheel Profiling,train
#1677 Smoke external found during train,External Smoke Detector,train
CE REPORTED 1503-B9 Saloon Light not wor,Saloon Light,train
Passenger feedback to customer relationsthat car 2610 air-con waswarm. Staff(BDL) check and feedb ack car 2610 set #01 air-con faulty. Unable to reset. Car wa s warm.,Saloon Evaporator,train
Train doors at car 2665 door B4 were notproven closed. TC opened and closed once to clear fault. Fa ult did not recur at subsequent stations.,Adjust Door Lock Switch,train
CE reported 1546 no2E G/way Footplate ha,Gangway Footplate,train
3610 Snaprep: Pax reported door noisy wh,Weather Strip,train
T248 1542 one saloon light not working,Saloon Light,train
Train door at rear M1 car not proven closed. TC performed platform duty to clear fault.,Door Operator,train
3540 brake slow release found during dep,ACU,train
3546 BCU fault.,ACU,train
TC reported that front DT A-4 door did not open. Staff(YIS) checked and confirmed front DT A-4 did n ot open while all train doors opened at station. Sticker putup and stockchangover done at JURMT.,Door Roller,train
547/548 Air leak test fail 0.9bar/5min f,Test Point,train
TC feedback after changing end that front M2 car #1 air-con faulty. Unable to reset. Car was cooling .,Saloon CCU,train
EMU 3689 ATC MARKER LIGHT FAULTY (DT CHE,ATC Marker Light,train
503/504 air leak 3 bars per 5 minutes wh,Door Manifold,train
"#1610,DT CX FOUND BCU FAULT,TO RECTIFY",BCU,train
TC changed end reported Rear DT car thecover for the fire extinguisher was cracked. Picture was sen t to TOCR.,Fire Extinguisher Cover,train
"During DT found #3637 BCP 1- 0.14 and BCP 2- 0.16 @ coast, To rectify.",ACU,train
ATS Alarm showed Train door both sides cannot open as expected at Platform JUR DE. TC feedback traindoors did not opened but HHPSDs opened. TC checked and foun d DCB tripped. TC normalised DCB and able to open train door ERS-10,ZVAR,train
"Train encountered power fault at Front M2 car while arriving station. Reset at TAM - ok. Train encou ntered power fault at Front M2 car while arriving station. R eset at TAM - ok. fault recurred at TNM2 and BDK2, both unab",L2 Contactor,train
TC reported suspected wheel flat at car3678,Wheel Profiling,train
Train doors were not proven closed and TC unable to identify which car. TC recycled train doors once- ok. Fault did not recur at subsequent stations.,Door Roller,train
"#613/614,FOUND ALL CARS BATTERY BANK WATER LEAKING,TO RECTIFY",Battery,train
Snap reported car 2539 Air con leaking a,Aircon Insulation,train
snaprep: 1559 saloon warm,Recharge Freon,train
3608 wheel reprofiling,Wheel Profiling,train
CE reported car 3534 At A3 saloon light,Saloon Light,train
Counterbound TC (T214) reported T221 'B'side headlight faulty. TC stepped out at KRJ1 and confirmed 'B' side headlight was faulty.,Headlight,train
EB applied departing station due to obstruction motion. TC feedback no circuit breaker trip nor faul t indication. TC opened and closed both sides cab door. Trai n was unable to move in Auto. TC proceeded in ATPM for all s,AMR2,train
2603 - A3 DOOR FOUND VIBRATING DURING PM,Door Roller,train
"3618- A1 RHS DOOR & A3 LHS, 1618- A1,A2,",Door Roller,train
TIMS showed Fire External Alarm at car 1547. Staff(AMK) checked and confirmed no signs of smoke / fi re / burning smell on exterior or interior of train. Rear T2 07 line clear and confirmed no abnormalities. IMCC(RS) feedb,External Smoke Detector,train
EMU541/542 Air Leak Test Failed 0.9 bar,Test Point,train
"Train EB was applied while departing station in Auto Mode. ATSS shows ""CBTC applied EB due to train door opened while moving"". Released EB - ok.",Adjust Cab Door Latch,train
TC reported that obstacle detected at car 1652 'A2' doors. Fault self-cleared when train departed fr om station platform. Staff(KRJ) checked and confirmed the pa rticular train doors were not fully open but pax's movement,Clean Guide Rail,train
3533 - A/C 2-1 FAULTY FOUND DURING DT CH,Wire Loose,train
"TC reported ""BCU emergency BCP bogie 2faultat Rear M2 car, TIMS displayed. TC performed brake status check - no abnormalities.",ACU,train
TC reported cab air con cover fell off.,Cab Louvre,train
T221 1557 01 saloon light not working,Saloon Light,train
2544 No.2 Levelling vlve found faulty du,Levelling Valve,train
2624 A/C 2 Coolant Pressure Fault. To ch,Recharge Freon,train
Train encountered power fault at front M1 car while departing station. Reset at TWR1 - ok. Fault rec urred while departing TWR1. Reset at TCR1 - ok.,Traction Motor,train
2645 and 2646 DT check BCP pressure low,Pressure Transducer,train
EMU541/542 Air Leak Test Failed 0.9 bar,Test Point,train
"TC reported ""A"" side cab door unable tolatch. TC used strap to latch the cab door - ok.",Cab Door Pinion,train
TC reported 2 nos saloon light on car 1517 & a saloon light on car 3518 were not working.,Saloon Light,train
"TC reported smoke external at rear DT car. Staff (BGB) checked and confirmed, no abnormalities. T232line clear from JURMT - BBT2, and feedback, no abnormalitie s. TC reported smoke external at rear DT car. Staff (BGB) ch",External Smoke Detector,train
TC reported intermittent BCU fault at FDT. Train performance is normal.,BCU,train
2624 and 2623 BCP reading out of criteri,Pressure Transducer,train
673/674 During PM found all cars battery leaking.,Battery,train
"3625 REPORTED DURING DT, B1/B2/B3 BRAKE",Pressure Transducer,train
TC feedback cab air-con was blowing warmair.,Clean CCU Fin,train
"TC feedback rear M2 car smoke external pre alarm. Staff(CNG) check and confirm no smoke ,no heat, noabnormalities.",External Smoke Detector,train
Train encountered power fault at car 2631 while departing station. Reset at BBT2 but to no avail. 2n d attempt reset at BGB2 but to no avail. 3rd attempt at CCK2but to no avail. TC feedback train performance normal.,Charging Resistor,train
#3715 wiper tank side glass was crack fo,Water Tank Sight Glass,train
"TC reported air-con fault. Unable to reset. Staff(MSL) attempted to check car 2619 set #2 air-con ca binet, but was unable to open the cabinet. Staff(ADM) attemp ted to open the cabinet but also unable to open. Request CE",Saloon Evaporator,train
555/556 1556 Wild trigger on A1-71 A2-89,Wheel Profiling,train
"ATS showed train did not depart after dwell time up. TC feedback TIMS showed Front DT car ""A3"" doorswere not proven closed and had recycled doors once but to n o avail. Staff(LKS) assisted to push close ""A3"" doors for tr",Door Roller,train
1562 TC reported BCU fault.,ACU,train
"Rear cab entry indication illuminated. Staff(YCK) checked and feedback 'A' side partition door was o pened. Staff(YCK) checked and confirmed no unauthorized pers on, no suspicious item and all switches (sealed and unsealed",Partition Door Latch,train
snaprep: 2618 A/C condensation on ceilin,Change Thermostat Setting,train
3504 Train Captain reported cab seat gav,Cab Seat,train
#3561 B-side WFL hose air leak to rectif,WFL Hose,train
CE: 3647 No.1 end ceiling condenstion,Change Thermostat Setting,train
"CE feedback car 1531#1 A/Con fault.Unable to reset.Temp.27.3*C.
To check and rectify.",Saloon CCU,train
643/644: Multiple obstacle detected.,Clean J Rail,train
Snaprep:2513 Saloon light near B3 door f,Saloon Light,train
Pax feedback to staff (DBG) front DT draft window shattered. Staff (RFP) confirmed fault at frontDT A3 door.,Door Window,train
"Counter bound T334 feedback T345 ""A"" sideheadlight not working. Staff(SIM) check at platform ""A"" s ide 2 quadrant ""B"" side 1 quadrant not working. Counter boun d T334 feedback T345 ""A"" sideheadlight not working. Staff(",Headlight,train
'B' side headlight not working.TC stepped out checked and confirmed fault.Fault was reported by counter bound T123.,Headlight,train
"NE show participant feedback to staff, front M1 & M2 cars aircon were warm and stuffy resulted a stu dent vomited. Train was also jerky. BSD DC was informed to a rrange cleaner to clean up the vomit and arranged for anothe",Recharge Freon,train
Snaprep: 3568 saloon light fault,Saloon Light,train
2626 wheel reprofiling,Wheel Profiling,train
2506 Found during DT check BCU fault FC,ACU,train
3539 Found during PM oil in MR tank & mi,Air Dryer,train
"CE 3518 A11,A8 saloon light faulty",Saloon Light,train
DT found 2559 brake pressure at 0.30 bar,ACU,train
"Snap: 2524 Saloon light faulty near A2 & B2

CE:2524-A5 and B5 saloon light not working",Saloon Light,train
"1641- BCU FAULT (FC:301,307&308) DURING",BCU,train
CE reported 3526 A1 saloon light not wor,Saloon Light,train
"#2530 A1, A3, #2529 B1 manifold leak whe",WFL Cylinder,train
559/560-REPORTED BY TC TRAIN SLOW IN POW,BCU,train
1513 IMDC reported 1 saloon light not wo,Saloon Light,train
"Train encountered power fault at rear M1car while departing station. Reset to no avail at EUN, KEM & BDK. TC feedback train performance was ok.",Traction Motor,train
"DT check, 523/524 Air leak Fail 1 bar/5m",Test Point,train
Reported 2627 Bogie 1 wheel flat noise.,Wheel Profiling,train
3506 Found bump stop clearance fail duri,Adjust Bump Stop Gap,train
Train doors at car 3623 were not provenclosed. TC recycled train doors once - ok. Staff(JUR) checke d and confirmed no train doors abnormalities. Fault did not recur at subsequent stations. Train doors at car 3623 were n,Door Roller,train
"SNAPREP:Cabin 1640. Confirmed by staff (RFP), only condensation, cle aner not required.",Aircon Filter,train
2653- MEAN VALVE AIR LEAK,MPV,train
3508 saloon light faulty at 1508 & 3508,Saloon Light,train
TIMS showed Rear M1 car A2 train door was not proven closed. TC opened and closed thrice to clear fa ult.,Door Manifold,train
Staff (JUR) reported cab door handle atcar 3565 was dislodged.,Tighten Screw,train
523/524 BRAKE ENCODER FAULT.DURING TRAIN,Encoder,train
"snaprep: 3527 near A1 door, light not wo",Saloon Light,train
"Passenger feedback hissing sound. Staff3631(ORC) checked and feedback hissing sound at Rear DT car 'B2'door. Video sent to IMCC (RS). TC after changing end, feedb ack hissing sound at car 3632 'B2' door. Train scheduled for",MR Safety Valve,train
3538 Air compressor rattling noise,Air Compressor Fan,train
#3540 Gangway Footplate Sink to Rectify.,Gangway Footplate,train
TC reported air discharge sounds heardfrom A side wiper. TC feedback MR pressure at healthy range.,Test Point,train
"3604 A/C 2-1, 1603 A/C 2-1 Coolant fault",Freon Overcharge,train
"TC feedback of water seepage at drivingcab 3568, through the detrainment door.",Repatch Detrainment Door Rubber,train
"3539 B1,1539 B2,3540 B4 saloon door fail",Adjust Saloon Door Sensing Switch,train
541/542 air leak fail when doors open,Door Manifold,train
CE;3512 A5 saloon light not working,Saloon Light,train
TIMS showed intermittent BCU fault at car rear M1 approaching KRJ2. Fault self cleared at KRJ2. Trai n performance - ok.,ACU,train
TC unable to proceed in ATPM due to MCHjammed.,MCH Mounting Bolt Loose,train
"During CM 3650 Air dryer keep purging, T",MPV,train
"TC reported Rear M2 car smoke external and fire external. Staff(CCK) checked, confirmed no sign of f ire or smoke. Rear T212, ATPM line clear into CCK SB, feedba ck no abnormalities.",External Smoke Detector,train
TC feedback after changing ends that onesaloon light each in both M2 cars and Front DT cars were no t working.,Saloon Light,train
CE reported car 3526 A11 and B1 saloon l,Saloon Light,train
CE:3567 A2 Saloon light faulty,Saloon Light,train
Train EB applied in AM mode departing station. ATS Alarm showed CBTC applied EB due to train doors o pened while moving. TC feedback DMI momentarily lit at Rear M2 car. TC reset EB - ok. Train proceeded in AM mode to next,Door Roller,train
3534 Found horn pipeline filter leaking.,Horn Pipeline Filter,train
During train prep 3502 A side Cab door u,Old Cab Door Mechanism Pinion Gear Broken,train
During PM 3714 5/2 way directional valve,Auto Coupler,train
Train doors at front DT car A3 door werenot proven closed. TC open and closed once to clear fault.,Adjust Door Mating Strip,train
TC reported Front M1 car intermittent APS fault.,Saloon CCU,train
Snaprep::1534-open/close door having sou,Door Roller,train
"3533, 2533, 1533 & 3534 mpv fleetwide. T",MPV,train
711/712 Door matting check/Adjustment,Adjust Door Mating Strip,train
TC reported Rear M2 car DMI indicator was not lighted up.,Clean Coupler Pins,train
2607 - APS FAULT (DT CHECK),Saloon CCU,train
"DT,#523/524,AIR LEAK TEST FAILED,1.5 BAR",ACU,train
Staff(YCK) reported external door indicator at car rear M1 was faulty.,Exterior Door Light,train
"3554 A9, 2554 B8 CE reported saloon ligh",Saloon Light,train
Snap.rep:3647 Condensation appearing on,Aircon Filter,train
"607/608 PM check foundbattery bank panel
bottom cover having heavy wet stain.
Please check abd rectify.

NL3^FF^Battery unit changeout done as per SCHD 34 checklist.
Samsudin 27/4/20",Battery,train
TC reported intermittent BCU WSP Timer fault when at platform.Train performance was ok.,BCU,train
TC reported one of the saloon lights inRear DT car was not working.,Saloon Light,train
CE: 3511 #1 Bogie Wheel Flat,Wheel Profiling,train
"TC while changing end at YIS siding, reported rear M1 car heavy air-con condensation. Staff (TAP) ar ranged for cleaning.",Change Thermostat Setting,train
Snap: 3514 Saloon light blown,Saloon Light,train
TIMS showed Smoke Internal at Rear M2 car . Staff(AMK) checked and confirmed no signs of smoke / fir e / burning smell on exterior or interior of train. Train wa s escorted to terminal station.,Clean Internal Smoke Detector,train
3556 #2 end Gangway sink,Adjust Gangway Footplate,train
TC feedback after changing end that twoof the saloon lights in car 1512 was not working.,Saloon Light,train
Train EB was applied at track circuit NW510 in Auto mode. Released EB - ok. Proceeded in ATPM to nex t station. Train EB was applied at track circuit NW510 in Au to mode. Released EB - ok. Proceeded in ATPM to next station,Obstacle Detector Wire,train
Wild trigger-3542 A1 Wheel flange heigth,Wheel Profiling,train
EMU 551/552  Train suspected causing pow,CCD Assembly,train
To carry out  FW MPV changeout on follow,MPV,train
3673 B1 Wild Trigger,Wheel Profiling,train
2520 B2 saloon door no cushioning during,Adjust Door Cushioning,train
509/510 DT check found air leak fail.,WFL Hose,train
TC reported air-con fault. Unable to reset. Staff(ADM) checked and confirmed that Rear M1 car set #2air-con faulty. Reset - ok. Car was cooling.,Recharge Freon,train
515/516 Door manifold sample check.,Door Manifold,train
3637- FOUND MR TANK ALOT OF WATER DURING,Air Dryer,train
"TC reported TIMS showFront M2""A4"" door show faulty on TIMS. Staff (KRJ) checked no abnormalities . TC reported fault cleared after KRJ NB.",Adjust Door Mating Strip,train
During DT-Found #2549 end 2 having heavy,Parking Brake Unit,train
EMU 507/508 During DT found #2508 A/C 1-,Recharge Freon,train
517/518 - 2517 SMOKE EXTERNAL ALARM.,External Smoke Detector,train
3540 A side external door Light Not work,Exterior Door Light,train
CE:Found 3509-B11 and 1510-A1 saloon lig,Saloon Light,train
507/508 Air leak test fail 1.0b/5min during DT check,Horn Pipeline Filter,train
TC reported one of the saloon lights incar 2525 'B1' door was not working.,Saloon Light,train
"3605 Train departed station with obstructed motion at rear M1 car (1606)
door.##VOBC 1287 turned Passive.##DCB operated - no avail. ECBBS
operated - no avail.##DIRBS operated for train to crawalback to KAL EB
for disembark.

Level3",Adjust Door Lock Switch,train
2614 DT reported intermittent BCU fault.,BCU,train
Train encounter BCU fault at Front M1 car when train was braking. Fault self cleared. when train dep arted.,BCU,train
"Train encountered power fault at rear M2car while departing station. Fault unable to reset at ADM1, WDL1 and MSL1.",Charging Resistor,train
3548 Reported cab air leaking sound.,Test Point,train
2520 B1 saloon door RHS door glass found,Saloon Door Glass,train
Train undershoot 0.5 meter in AM. TC unable to ATPM to HW due to MCH jammed. TC toggled MS and force d the MCH to ATPM to HW.,MS Bolts,train
Found #2551 A3 door actuator having heav,Tighten Door V Packing,train
"3622 A/C 1, 1621 A/C 2 , 3621 A/C 1 Cool",Saloon CCU,train
Pax feedback to staff (CTH) air-con condensation at FDT car. Staff(TIB) checked and confirmed no abn ormalities found. Pax feedback to staff (CTH) air-con conden sation at FDT car. Staff(TIB) checked and confirmed no abnor,Aircon Filter,train
"Train doors unable to close in all modes. TC changed end to north cab and closed train doors - ok. T hereafter when train tried to depart in all modes, EB kept t ripping with ATS alarm showed obstructed motion. TC was auth",DCRB1,train
TIMS showed BCU intermittent fault at front M2 car. Since AMK2. Train performance - ok.,ACU,train
TIMS showed BCU duplex dump vaule 2 fault at car 3554. Brake on local light up and brake off local l ight up. Train performance - ok. TIMS showed BCU duplex dumpvaule 2 fault at car 3554. Brake on local light up and brak,BCU,train
TC of T443 reported counter bound T210 'A' side headlight not working. TC of T210 stepped out confir med 'A' side headlight not working. TC of T443 reported coun ter bound T210 'A' side headlight not working. TC of T210 st,Headlight,train
3609 DT check found BCP pressure out of,Pressure Transducer,train
"2546 DT reported #2,#3,#4,#5 LFF not wor",LFF,train
3558-Stuck brake when shunting into pit,ACU,train
TC reported MR pressure 10 bar dropped to 8.4 bar. pressure increased back to 10 bar at RFP NB TC re ported MR pressure 10 bar dropped to 8.4 bar. pressure incre ased back to 10 bar at RFP NB,Test Point,train
3538 Having aircon fault.To check & rect,Saloon CCU,train
CE:3507 A11 Saloon Light Not Working. Su,Saloon Light,train
TC reported FM1 car A4 door obstacle detected. Staff(ORC) checked and confirmed no abnormalities fou nd.,Door Roller,train
"CE:2542-A5 saloon light dimmed,",Saloon Light,train
EB applied after opening train doors. ATS showed CBTC Applied EB due to command/statusmismatch. TCreported MR pressure was 8 bar. No other fault indication. TC reset EB three times to clear fault. EB applied after ope,Pressure Regulator,train
TC reported handle of partition door from inside driving cab was broken and TC was unable to open partition door from inside.,Partition Door Handle,train
DT check found air leak test fail.,Door Manifold,train
Slow pickup. No power fault. TC did brake status check at BNL EB - ok. Train departed BNL EB at 3kph .,Pressure Transducer,train
3504 During DT found Air Dryer fault.,Air Compressor Pressure Switch,train
TC reported MCH jammed while switching in between RMF to ATPM. TC repeated switching several times a nd was able to proceed in ATPM to headwall.,Apply Grease,train
"#515/516,During PM, #2515 B4,#2516 A4,found wheel flat all round
wheel,request wheel profilling",Wheel Profiling,train
"TC reported saloon light not working atFDT, FM1, FM2 cars, eaTC reported saloon light not working atfront DT, front M1, front M2 cars, each 1 saloon light. TC reported saloon light not working atfront DT, front M1,",Saloon Light,train
TC reported A side cab door handle detached. Unable to secure.,Tighten Screw,train
CE:1544 A10 Saloon light dimmed.,Saloon Light,train
TC reported there was no water releasedfrom wiper. TC also feedback hissing sound was heard from th e 'A' side wiper and the sound gone at MSL NB. MR Pressure: 9 bars.,Top up Water Tank,train
TC reported after changing end that onesaloon light in the Rear M1 and one saloon light in the RearM2 not working. TC reported after changing end that one sal oon light in the Rear M1 and one saloon light in the Rear M2,Saloon Light,train
TC reported on/off switch for driving cab light is damage.,Cab Light Switch,train
1711 and 2711 found BCU Unit Healthy Fau,Speed Sensor,train
Train doors at car 3623 were not provenclosed. TC recycled train doors once - ok. Staff(JUR) checke d and confirmed no train doors abnormalities. Fault did not recur at subsequent stations. Train doors at car 3623 were n,Door Roller,train
TC reported one saloon lights is not working in FM1.,Saloon Light Ballast,train
MOC(RS) informed car 1552 was warm. UPDspare train was used to replace it at JKN2.,Recharge Freon,train
"TC informed intermittent APS fault. Train performance was not affected. However, TC informed TIMS wa s showing intermittent inverter current at value '0' on rearM2 car.",Saloon CCU,train
CE reported 1538 A7 saloon light not working,Saloon Light,train
Snap: 3516 light faulty,Saloon Light,train
TC reported Internal Smoke Pre-Alarm 2 at rear DT car. Staff(TAP) checked and feedback no sign of sm oke.,External Smoke Detector,train
CE reported car 3510B11 saloon light not working,Saloon Light,train
1653 PM check found ACU hunting.,Pressure Transducer,train
"CE reported 1518 B9 & B6, 3518 B4 Saloon",Saloon Light,train
TC reported fire external at car 3559. Staff (AMK) checked and feedback no sign of smoke or heat.,External Smoke Detector,train
"1606 Found B1, B3 brake pressure fail du",Pressure Transducer,train
1534- DURING 3 WEEKLY B4 DOOR OPEN/CLOSE,Door Roller,train
2712 1-2 A/C condenser fan found faulty,Saloon CCU Fan,train
During DT found EMU 519/520 Air leak Tes,Test Point,train
2667 no.1 end B side gangway light not w,Gangway Light,train
711/712 Train prep reported brake self t,RIO Valve,train
Snap: 1508 aircon not cold,Recharge Freon,train
Snap: 1566 A/C Water dripping,Purge Drain Pipe,train
Snap: 3540 A/C faulty,Recharge Freon,train
3525/3526 A side and B side both no wate,Top up Water Tank,train
523/524 DT reported Air leak test failed,Test Point,train
Staff (CCK) feedback loud air dischargesound at rear DT. TC checked and found MR pressure to be sta ble at 9.5 bars. Staff (KRJ) checked and confirmed that air discharge sound was loud.,WFL Elbow,train
"#2523,found R/H side door glass cloudy,T",Saloon Door Glass,train
CE: 3501 B6 saloon light blown,Saloon Light,train
1509 A/C condensation,Change Thermostat Setting,train
TC reported intermittent APS fault at front M2 car. TC Aux on at SOM SB - ok. Train performance - ok . Fault recurred intermittently after departing DBG SB.in taken out of service at JUR. Replacement train from UPD.,Saloon CCU,train
TC reported external fire alarm at car 3673. T426 line clear to BDL2 - no abnormalities. Staff (BSH)boarded T427 - no abnormalities. Staff (NOV) checked and co nfirmed no abnormalities found internal and external.,External Smoke Detector,train
511/512 During PM found all gangway,ADDL Gangway Pleat,train
Snaprep: 3563 2 saloon lights not workin,Saloon Light,train
TC reported front DT car A4 train doorsnot proven closed. TC opened and closed train doors twice toclear the fault. Staff (NOV) monitored the affected train d oor for three stations and feedback no abnormalities found.,Adjust Door Mating Strip,train
"#3709,FOUND WIPER WATER TANK LEAKING,TO",Water Tank,train
TC reported air-con fault. Unable to reset. TC changed end at MSP checked and confirmed that rear ca rset #1 air-con faulty. Reset - ok. Car was cooling.,Saloon CCU,train
TC reported TIMS displayed 'Obstacle Detected' at 'B3' door of rear M1 car when train doors were ope ning. Staff(MSL) confirmed there were abnormalities with theaforementioned door.,Clean J Rail,train
SNAP REP: Pax reported one saloon lightfaulty at car 1507 'B2' door.,Saloon Light,train
"PM checked found the following CCD assembly washers cracked.
3711 A1,B1
1711 B2
2711 B1,B2
2712 A1,B1,B2
1712 A2,B1,B2
3712 A1,B1,B2
To replace when spare are available.",CCD Washer,train
2638 No Powering. FC137 Propulsion Precharging resistor protection.,BCH,train
TIMS showed BCU fault at Rear M1 car. Train performance - ok. Fault self cleared approaching PNR EB.,MPV,train
1674 Snap.rep reported #1 end ceiling co,Aircon Filter,train
CE reported 1535-A9 saloon light n/w.,Saloon Light,train
